PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
421,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,1
422,0,3,1,-0.6407297554842177,0,0,-0.4905094425264344,2
423,0,3,1,-0.024284243408094167,0,0,-0.4876565877294839,0
424,0,3,0,-0.10133993241760961,1,1,-0.3562883622524042,0
425,0,3,1,-0.871896822512764,1,1,-0.23926494300558024,0
426,0,3,1,-0.10133993241760961,0,0,-0.5002397510893574,0
427,1,2,0,-0.10133993241760961,1,0,-0.12274485029315124,0
428,1,2,0,-0.7948411335032486,0,0,-0.12274485029315124,0
429,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
430,1,3,1,0.20688282362045216,0,0,-0.4841333019887193,0
431,1,1,1,-0.10133993241760961,0,0,-0.11167166653646252,0
432,1,3,0,-0.10133993241760961,1,0,-0.3220621579135481,0
433,1,2,0,0.9774397137156066,1,0,-0.12274485029315124,0
434,0,3,1,-0.9489525115222794,0,0,-0.5027563837613321,0
435,0,1,1,1.5938852257917302,1,0,0.47923368484319884,0
436,1,1,0,-1.1801195785508258,1,2,1.769762919031829,0
437,0,3,0,-0.6407297554842177,2,2,0.045869538729154176,0
438,1,2,0,-0.4095626884556714,2,3,-0.2687095452676843,0
439,0,1,1,2.6726648719249466,1,4,4.648790695770894,0
440,0,2,1,0.12982713461093673,0,0,-0.434807301618015,0
441,1,2,0,1.208606780744153,1,1,-0.11771158494920184,0
442,0,3,1,-0.7177854444937332,0,0,-0.4549403629938127,0
443,0,3,1,-0.3325069994461559,1,0,-0.48966989386706367,0
444,1,2,0,-0.10133993241760961,0,0,-0.38447464817852084,0
445,1,3,1,-0.10133993241760961,0,0,-0.4828749856527319,0
446,1,1,1,-1.9506764686459803,0,2,1.0018537319545673,0
447,1,2,0,-1.2571752675603414,0,1,-0.25360974923583607,0
448,1,1,1,0.36099420163948304,0,0,-0.11167166653646252,0
449,1,3,0,-1.8736207796364648,2,1,-0.25847591017036636,1
450,1,1,1,1.747996603810761,0,0,-0.032146074102061765,0
451,0,2,1,0.5151055796585139,1,2,-0.08751199288550533,0
452,0,3,1,-0.10133993241760961,1,0,-0.24421364949175128,0
453,0,1,1,0.052771445601421274,0,0,-0.08751199288550533,1
454,1,1,1,1.5168295367822147,1,0,1.1477358813774596,1
455,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
456,1,3,1,-0.024284243408094167,0,0,-0.48723782005286725,1
457,0,1,1,2.749720560934462,0,0,-0.11167166653646252,0
458,1,1,0,-0.10133993241760961,1,0,0.39794644953841574,0
459,1,2,0,1.5938852257917302,0,0,-0.434807301618015,0
460,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
461,1,1,1,1.4397738477726993,0,0,-0.11167166653646252,0
462,0,3,1,0.36099420163948304,0,0,-0.4841333019887193,0
463,0,1,1,1.3627181587631838,0,0,0.12891841690431952,0
464,0,2,1,1.4397738477726993,0,0,-0.38447464817852084,0
465,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
466,0,3,1,0.6692169576775449,0,0,-0.5042663633645169,0
467,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
468,0,1,1,2.0562193598488228,0,0,-0.11167166653646252,0
469,0,3,1,-0.10133993241760961,0,0,-0.4906765469358535,2
470,1,3,0,-2.2011074579269057,2,1,-0.25847591017036636,1
471,0,3,1,-0.10133993241760961,0,0,-0.5002397510893574,0
472,0,3,1,0.6692169576775449,0,0,-0.4718018018960432,0
473,1,2,0,0.2839385126299676,1,2,-0.08751199288550533,0
474,1,2,0,-0.4866183774651868,0,0,-0.36853530348730185,1
475,0,3,0,-0.5636740664747023,0,0,-0.448145454779481,0
476,0,1,1,-0.10133993241760961,0,0,0.40071474547758795,0
477,0,2,1,0.36099420163948304,1,0,-0.22341015717213955,0
478,0,3,1,-0.024284243408094167,1,0,-0.5043509222222953,0
479,0,3,1,-0.5636740664747023,0,0,-0.49478771806879135,0
480,1,3,0,-2.104787846665011,0,1,-0.39881945440877664,0
481,0,3,1,-1.565398023598403,5,2,0.29803613246101984,0
482,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
483,0,3,1,1.5938852257917302,0,0,-0.4841333019887193,0
484,1,3,0,2.5956091829154313,0,0,-0.4531787201234304,0
485,1,1,1,-0.3325069994461559,1,0,1.1874986775946599,1
486,0,3,0,-0.10133993241760961,3,1,-0.13348181192486414,0
487,1,1,0,0.4380498906489985,1,0,1.1657710777578991,0
488,0,1,1,2.210330737867854,0,0,-0.04825252320269991,1
489,0,3,1,0.052771445601421274,0,0,-0.4841333019887193,0
490,1,3,1,-1.565398023598403,1,1,-0.32608877018870763,0
491,0,3,1,-0.10133993241760961,1,0,-0.24421364949175128,0
492,0,3,1,-0.6407297554842177,0,0,-0.5002397510893574,0
493,0,1,1,1.9791636708393074,0,0,-0.032146074102061765,0
494,0,1,1,3.2120546949915547,0,0,0.3504666508958721,1
495,0,3,1,-0.6407297554842177,0,0,-0.4841333019887193,0
496,0,3,1,-0.10133993241760961,0,0,-0.3551146047741951,1
497,1,1,0,1.902107981829792,1,0,0.9295438287172524,1
498,0,3,1,-0.10133993241760961,0,0,-0.3421952192893457,0
499,0,1,0,-0.3325069994461559,1,2,2.404961005438245,0
500,0,3,1,-0.4095626884556714,0,0,-0.489251126190447,0
501,0,3,1,-0.9489525115222794,0,0,-0.4718018018960432,0
502,0,3,0,-0.6407297554842177,0,0,-0.49017322040145855,2
503,0,3,0,-0.10133993241760961,0,0,-0.4926052942156549,2
504,0,3,0,0.5921612686680294,0,0,-0.4531787201234304,0
505,1,1,0,-1.026008200531795,0,0,1.0953053629426073,0
506,0,1,1,-0.871896822512764,1,0,1.546285937760475,1
507,1,2,0,0.2839385126299676,0,2,-0.12274485029315124,0
508,1,1,1,-0.10133993241760961,0,0,-0.11167166653646252,0
509,0,3,1,-0.10133993241760961,0,0,-0.19270723857404815,0
510,1,3,1,-0.2554513104366405,0,0,0.4912289628108992,0
511,1,3,1,-0.024284243408094167,0,0,-0.49017322040145855,2
512,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
513,1,1,1,0.5151055796585139,0,0,-0.1169565951476094,0
514,1,1,0,1.902107981829792,1,0,0.5496993996584907,1
515,0,3,1,-0.4095626884556714,0,0,-0.49529104460318635,0
516,0,1,1,1.3627181587631838,0,0,0.03873840838984667,0
517,1,2,0,0.36099420163948304,0,0,-0.434807301618015,0
518,0,3,1,-0.10133993241760961,0,0,-0.15999101383837694,2
519,1,2,0,0.5151055796585139,1,0,-0.12274485029315124,0
520,0,3,1,0.20688282362045216,0,0,-0.48723782005286725,0
521,1,1,0,0.052771445601421274,0,0,1.236236792573191,0
522,0,3,1,-0.5636740664747023,0,0,-0.48723782005286725,0
523,0,3,1,-0.10133993241760961,0,0,-0.5007430776237524,1
524,1,1,0,1.1315510917346374,0,1,0.5210943460557573,1
525,0,3,1,-0.10133993241760961,0,0,-0.500658518765974,1
526,0,3,1,0.8618561802013335,0,0,-0.49017322040145855,2
527,1,2,0,1.5938852257917302,0,0,-0.434807301618015,0
528,0,1,1,-0.10133993241760961,0,0,3.8188897994114144,0
529,0,3,1,0.7462726466870603,0,0,-0.48664993466069395,0
530,0,2,1,-0.4866183774651868,2,1,-0.41467424024221733,0
531,1,2,0,-2.104787846665011,1,1,-0.12274485029315124,0
532,0,3,1,-0.10133993241760961,0,0,-0.500658518765974,1
533,0,3,1,-0.9489525115222794,1,1,-0.500658518765974,1
534,1,3,0,-0.10133993241760961,0,2,-0.19606341990539358,1
535,0,3,0,0.052771445601421274,0,0,-0.4718018018960432,0
536,1,2,0,-1.719509401617434,0,2,-0.11771158494920184,0
537,0,1,1,1.208606780744153,0,0,-0.11167166653646252,0
538,1,1,0,0.052771445601421274,0,0,1.4964566108553758,1
539,0,3,1,-0.10133993241760961,0,0,-0.35427505611482435,0
540,1,1,0,-0.5636740664747023,0,2,0.3503820920380938,1
541,1,1,0,0.5151055796585139,0,2,0.7832429116177435,0
542,0,3,0,-1.565398023598403,4,2,-0.016542951535818605,0
543,0,3,0,-1.4112866455793722,4,2,-0.016542951535818605,0
544,1,2,1,0.20688282362045216,1,0,-0.12274485029315124,0
545,0,1,1,1.5938852257917302,1,0,1.4964566108553758,1
546,0,1,1,2.6726648719249466,0,0,-0.12274485029315124,0
547,1,2,0,-0.7948411335032486,1,0,-0.12274485029315124,0
548,1,2,1,-0.10133993241760961,0,0,-0.3671098827418954,1
549,0,3,1,0.2839385126299676,1,1,-0.23297336132564347,0
550,1,2,1,-1.6424537126079184,1,1,0.09368555949667362,0
551,1,1,1,-0.9489525115222794,0,2,1.5862158383870948,1
552,0,2,1,-0.17839562142712506,0,0,-0.12274485029315124,0
553,0,3,1,-0.10133993241760961,0,0,-0.4885786819404954,2
554,1,3,1,-0.5636740664747023,0,0,-0.5007430776237524,1
555,1,3,0,-0.5636740664747023,0,0,-0.48966989386706367,0
556,0,1,1,2.5185534939059155,0,0,-0.11167166653646252,0
557,1,1,0,1.4397738477726993,1,0,0.151064784417697,1
558,0,1,1,-0.10133993241760961,0,0,3.9345703434644728,1
559,1,1,0,0.7462726466870603,1,1,0.9573938925183935,0
560,1,3,0,0.5151055796585139,1,0,-0.29588917812501114,0
561,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
562,0,3,1,0.8233283356965757,0,0,-0.48723782005286725,0
563,0,2,1,-0.10133993241760961,0,0,-0.374408117490622,0
564,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
565,0,3,0,-0.10133993241760961,0,0,-0.4841333019887193,0
566,0,3,1,-0.4095626884556714,2,0,-0.15999101383837694,0
567,0,3,1,-0.7948411335032486,0,0,-0.48723782005286725,0
568,0,3,0,-0.024284243408094167,0,4,-0.22190017756895475,0
569,0,3,1,-0.10133993241760961,0,0,-0.500658518765974,1
570,1,3,1,0.20688282362045216,0,0,-0.4880753554061005,0
571,1,2,1,2.5185534939059155,0,0,-0.434807301618015,0
572,1,1,0,1.8250522928202764,2,0,0.3902294471130725,0
573,1,1,1,0.5151055796585139,0,0,-0.11494328901002966,0
574,1,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
575,0,3,1,-1.026008200531795,0,0,-0.4841333019887193,0
576,0,3,1,-0.7948411335032486,0,0,-0.35427505611482435,0
577,1,2,0,0.36099420163948304,0,0,-0.38447464817852084,0
578,1,1,0,0.7462726466870603,1,0,0.47923368484319884,0
579,0,3,0,-0.10133993241760961,1,0,-0.3551146047741951,1
580,1,3,1,0.20688282362045216,0,0,-0.48664993466069395,0
581,1,2,0,-0.3325069994461559,1,1,-0.0422126047899606,0
582,1,1,0,0.7462726466870603,1,1,1.5862158383870948,1
583,0,2,1,1.902107981829792,0,0,-0.12274485029315124,0
584,0,1,1,0.5151055796585139,0,0,0.16163464163999072,1
585,0,3,1,-0.10133993241760961,0,0,-0.4707951488272534,1
586,1,1,0,-0.871896822512764,0,2,0.9573938925183935,0
587,0,2,1,1.3627181587631838,0,0,-0.34420852542692554,0
588,1,1,1,2.3644421158868845,1,1,0.9483340148992845,1
589,0,3,1,-0.5636740664747023,0,0,-0.4841333019887193,0
590,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
591,0,3,1,0.4380498906489985,0,0,-0.5027563837613321,0
592,1,1,0,1.747996603810761,1,0,0.9295438287172524,1
593,0,3,1,1.3627181587631838,0,0,-0.5002397510893574,0
594,0,3,0,-0.10133993241760961,0,2,-0.49017322040145855,2
595,0,2,1,0.5921612686680294,1,0,-0.12274485029315124,0
596,0,3,1,0.5151055796585139,1,1,-0.15999101383837694,0
597,1,2,0,-0.10133993241760961,0,0,0.01818657933743239,0
598,0,3,1,1.5168295367822147,0,0,-0.6462044460638905,0
599,0,3,1,-0.10133993241760961,0,0,-0.5007430776237524,1
600,1,1,1,1.5168295367822147,1,0,0.4999546316111698,1
601,1,2,0,-0.4095626884556714,2,1,-0.10261178891735358,0
602,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
603,0,1,1,-0.10133993241760961,0,0,0.20743735626993037,0
604,0,3,1,1.1315510917346374,0,0,-0.4841333019887193,0
605,1,1,1,0.4380498906489985,0,0,-0.11167166653646252,1
606,0,3,1,0.5151055796585139,1,0,-0.3331353416702368,0
607,0,3,1,0.052771445601421274,0,0,-0.48723782005286725,0
608,1,1,1,-0.17839562142712506,0,0,-0.032146074102061765,0
609,1,2,0,-0.5636740664747023,1,2,0.1909121394926757,1
610,1,1,0,0.8233283356965757,0,0,2.443465485319458,0
611,0,3,0,0.7462726466870603,1,5,-0.016542951535818605,0
612,0,3,1,-0.10133993241760961,0,0,-0.5042663633645169,0
613,1,3,0,-0.10133993241760961,1,0,-0.33414199473902667,2
614,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
615,0,3,1,0.4380498906489985,0,0,-0.4841333019887193,0
616,1,2,0,-0.4095626884556714,1,2,0.6624445433629575,0
617,0,3,1,0.36099420163948304,1,1,-0.3562883622524042,0
618,0,3,0,-0.2554513104366405,1,0,-0.3220621579135481,0
619,1,2,0,-1.9506764686459803,2,1,0.13898494759221836,0
620,0,2,1,-0.2554513104366405,0,0,-0.434807301618015,0
621,0,3,1,-0.17839562142712506,1,0,-0.3551971503258359,1
622,1,1,1,0.9774397137156066,1,0,0.41187248809205507,0
623,1,3,1,-0.7177854444937332,1,1,-0.3292758338044964,1
624,0,3,1,-0.6407297554842177,0,0,-0.4880753554061005,0
625,0,3,1,-0.6407297554842177,0,0,-0.3220621579135481,0
626,0,1,1,2.4414978048964002,0,0,0.004512204050990585,0
627,0,2,1,2.133275048858338,0,0,-0.3975611380727893,2
628,1,1,0,-0.6407297554842177,0,0,0.9233347925889563,0
629,0,3,1,-0.2554513104366405,0,0,-0.48723782005286725,0
630,0,3,1,-0.10133993241760961,0,0,-0.4905094425264344,2
631,1,1,1,3.905555896077194,0,0,-0.0422126047899606,0
632,0,3,1,1.6709409148012455,0,0,-0.5041818045067386,0
633,1,1,1,0.20688282362045216,0,0,-0.032146074102061765,1
634,0,1,1,-0.10133993241760961,0,0,-0.6462044460638905,0
635,0,3,0,-1.565398023598403,3,2,-0.08449203367913571,0
636,1,2,0,-0.10133993241760961,0,0,-0.38447464817852084,0
637,0,3,1,0.20688282362045216,0,0,-0.48664993466069395,0
638,0,2,1,0.12982713461093673,1,1,-0.11771158494920184,0
639,0,3,0,0.9003840247060911,0,5,0.15282642728807924,0
640,0,3,1,-0.10133993241760961,1,0,-0.3220621579135481,0
641,0,3,1,-0.7177854444937332,0,0,-0.4880753554061005,0
642,1,1,0,-0.4095626884556714,0,0,0.7490167072788875,1
643,0,3,0,-2.104787846665011,3,2,-0.08449203367913571,0
644,1,3,1,-0.10133993241760961,0,0,0.4912289628108992,0
645,1,3,0,-2.2011074579269057,2,1,-0.25847591017036636,1
646,1,1,1,1.4397738477726993,1,0,0.8985892468519636,1
647,0,3,1,-0.7948411335032486,0,0,-0.48723782005286725,0
648,1,1,1,2.0562193598488228,0,0,0.06851923277692655,1
649,0,3,1,-0.10133993241760961,0,0,-0.4941998326766181,0
650,1,3,0,-0.4866183774651868,0,0,-0.4941998326766181,0
651,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
652,1,2,0,-0.871896822512764,0,1,-0.18314403442054422,0
653,0,3,1,-0.6407297554842177,0,0,-0.47641629956337606,0
654,1,3,0,-0.10133993241760961,0,0,-0.4885786819404954,2
655,0,3,0,-0.871896822512764,0,0,-0.5103062817772562,2
656,0,2,1,-0.4095626884556714,2,0,0.8335755650572377,0
657,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
658,0,3,0,0.20688282362045216,1,1,-0.33414199473902667,2
659,0,2,1,-0.4866183774651868,0,0,-0.38447464817852084,0
660,0,1,1,2.210330737867854,0,2,1.6343680812795898,1
661,1,1,1,1.5938852257917302,2,0,2.044579206811467,0
662,0,3,1,0.8233283356965757,0,0,-0.5007430776237524,1
663,0,1,1,1.3627181587631838,0,0,-0.1310497381106678,0
664,0,3,1,0.5151055796585139,0,0,-0.49529104460318635,0
665,1,3,1,-0.7177854444937332,1,0,-0.48664993466069395,0
666,0,2,1,0.20688282362045216,2,0,0.8335755650572377,0
667,0,2,1,-0.3325069994461559,0,0,-0.38447464817852084,0
668,0,3,1,-0.10133993241760961,0,0,-0.48966989386706367,0
669,0,3,1,1.054495402725122,0,0,-0.4841333019887193,0
670,1,1,0,-0.10133993241760961,1,0,0.40071474547758795,0
671,1,2,0,0.8233283356965757,1,1,0.13898494759221836,0
672,0,1,1,0.12982713461093673,1,0,0.40071474547758795,0
673,0,2,1,3.1349990059820394,0,0,-0.434807301618015,0
674,1,2,1,0.12982713461093673,0,0,-0.38447464817852084,0
675,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
676,0,3,1,-0.871896822512764,0,0,-0.48966989386706367,0
677,0,3,1,-0.3710348439509137,0,0,-0.4841333019887193,0
678,1,3,0,-0.871896822512764,0,0,-0.4480608959217026,0
679,0,3,0,1.054495402725122,1,6,0.29803613246101984,0
680,1,1,1,0.5151055796585139,0,1,9.668550782149426,1
681,0,3,0,-0.10133993241760961,0,0,-0.482371659118337,2
682,1,1,1,-0.17839562142712506,0,0,0.8985892468519636,1
683,0,3,1,-0.7177854444937332,0,0,-0.460476954872157,0
684,0,3,1,-1.1801195785508258,5,2,0.29803613246101984,0
685,0,2,1,2.3644421158868845,1,1,0.13898494759221836,0
686,0,2,1,-0.3325069994461559,1,2,0.1909121394926757,1
687,0,3,1,-1.1801195785508258,4,1,0.15282642728807924,0
688,0,3,1,-0.7948411335032486,0,0,-0.4414351054229276,0
689,0,3,1,-0.871896822512764,0,0,-0.489251126190447,0
690,1,1,0,-1.1030638895413103,0,1,3.608666412443748,0
691,1,1,1,0.12982713461093673,1,0,0.5013800523565762,0
692,1,3,0,-1.9506764686459803,0,1,-0.376085201503226,1
693,1,3,1,-0.10133993241760961,0,0,0.4912289628108992,0
694,0,3,1,-0.3325069994461559,0,0,-0.5007430776237524,1
695,0,1,1,2.3644421158868845,0,0,-0.11167166653646252,0
696,0,2,1,1.747996603810761,0,0,-0.374408117490622,0
697,0,3,1,1.1315510917346374,0,0,-0.4841333019887193,0
698,1,3,0,-0.10133993241760961,0,0,-0.4905094425264344,2
699,0,1,1,1.5168295367822147,1,1,1.5862158383870948,1
700,0,3,1,0.9774397137156066,0,0,-0.4921865265390384,0
701,1,1,0,-0.871896822512764,1,0,3.9345703434644728,1
702,1,1,1,0.4380498906489985,0,0,-0.1169565951476094,0
703,0,3,0,-0.871896822512764,0,1,-0.3551971503258359,1
704,0,3,1,-0.3325069994461559,0,0,-0.49034032481087764,2
705,0,3,1,-0.2554513104366405,1,0,-0.4880753554061005,0
706,0,2,1,0.7462726466870603,0,0,-0.12274485029315124,0
707,1,2,0,1.208606780744153,0,0,-0.374408117490622,0
708,1,1,1,0.9774397137156066,0,0,-0.1169565951476094,0
709,1,1,0,-0.5636740664747023,0,0,2.404961005438245,0
710,1,3,1,-0.10133993241760961,1,1,-0.33925981894075447,1
711,1,1,0,-0.4095626884556714,0,0,0.3504666508958721,1
712,0,1,1,-0.10133993241760961,0,0,-0.11167166653646252,0
713,1,1,1,1.4397738477726993,1,0,0.40071474547758795,0
714,0,3,1,-0.024284243408094167,0,0,-0.4552765851187885,0
715,0,2,1,1.747996603810761,0,0,-0.38447464817852084,0
716,0,3,1,-0.7948411335032486,0,0,-0.4921865265390384,0
717,1,1,0,0.6692169576775449,0,0,3.9345703434644728,1
718,1,2,0,-0.17839562142712506,0,0,-0.434807301618015,0
719,0,3,1,-0.10133993241760961,0,0,-0.33414199473902667,2
720,0,3,1,0.2839385126299676,0,0,-0.48966989386706367,0
721,1,2,0,-1.7965650906269495,0,1,0.01818657933743239,0
722,0,3,1,-0.9489525115222794,1,0,-0.5041818045067386,0
723,0,2,1,0.36099420163948304,0,0,-0.38447464817852084,0
724,0,2,1,1.5938852257917302,0,0,-0.38447464817852084,0
725,1,1,1,-0.17839562142712506,1,0,0.4228611129909654,0
726,0,3,1,-0.7177854444937332,0,0,-0.4718018018960432,0
727,1,2,0,0.052771445601421274,3,0,-0.22341015717213955,0
728,1,3,0,-0.10133993241760961,0,0,-0.49042488366865605,2
729,0,2,1,-0.3325069994461559,1,0,-0.12274485029315124,0
730,0,3,0,-0.3325069994461559,1,0,-0.48664993466069395,0
731,1,1,0,-0.024284243408094167,0,0,3.608666412443748,0
732,0,3,1,-1.4112866455793722,0,0,-0.26795455546609187,1
733,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
734,0,2,1,-0.4866183774651868,0,0,-0.38447464817852084,0
735,0,2,1,-0.4866183774651868,0,0,-0.38447464817852084,0
736,0,3,1,-0.0628120879128519,0,0,-0.3220621579135481,0
737,0,3,0,1.4397738477726993,1,3,0.045869538729154176,0
738,1,1,1,0.4380498906489985,0,0,9.668550782149426,1
739,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
740,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
741,1,1,1,-0.10133993241760961,0,0,-0.0422126047899606,0
742,0,1,1,0.5151055796585139,1,0,0.941287443417755,0
743,1,1,0,-0.6407297554842177,2,2,4.636207532411021,1
744,0,3,1,-0.4095626884556714,1,0,-0.3220621579135481,0
745,1,3,1,0.12982713461093673,0,0,-0.48664993466069395,0
746,0,1,1,3.1349990059820394,1,1,0.7832429116177435,0
747,0,3,1,-1.026008200531795,1,1,-0.2385099532039878,0
748,1,2,0,0.052771445601421274,0,0,-0.38447464817852084,0
749,0,1,1,-0.7948411335032486,1,0,0.4228611129909654,0
750,0,3,1,0.12982713461093673,0,0,-0.49017322040145855,2
751,1,2,0,-1.9506764686459803,1,1,-0.18314403442054422,0
752,1,3,1,-1.7965650906269495,0,1,-0.3950445054008146,0
753,0,3,1,0.2839385126299676,0,0,-0.4549403629938127,0
754,0,3,1,-0.4866183774651868,0,0,-0.48723782005286725,0
755,1,2,0,1.4397738477726993,1,2,0.6624445433629575,0
756,1,2,1,-2.2072719130476663,1,1,-0.35427505611482435,0
757,0,3,1,-0.10133993241760961,0,0,-0.489251126190447,0
758,0,2,1,-0.871896822512764,0,0,-0.41467424024221733,0
759,0,3,1,0.36099420163948304,0,0,-0.4841333019887193,0
760,1,1,0,0.2839385126299676,0,0,1.0953053629426073,0
761,0,3,1,-0.10133993241760961,0,0,-0.35427505611482435,0
762,0,3,1,0.9003840247060911,0,0,-0.5027563837613321,0
763,1,3,1,-0.7177854444937332,0,0,-0.500658518765974,1
764,1,1,0,0.5151055796585139,1,2,1.769762919031829,0
765,0,3,1,-1.026008200531795,0,0,-0.48966989386706367,0
766,1,1,0,1.6709409148012455,1,0,0.9233347925889563,0
767,0,1,1,-0.10133993241760961,0,0,0.151064784417697,1
768,0,3,0,0.091299290106179,0,0,-0.49017322040145855,2
769,0,3,1,-0.10133993241760961,1,0,-0.15999101383837694,2
770,0,3,1,0.20688282362045216,0,0,-0.47784172030878247,0
771,0,3,1,-0.4095626884556714,0,0,-0.4549403629938127,0
772,0,3,1,1.4397738477726993,0,0,-0.4880753554061005,0
773,0,2,0,2.133275048858338,0,0,-0.434807301618015,0
774,0,3,1,-0.10133993241760961,0,0,-0.5007430776237524,1
775,1,2,0,1.902107981829792,1,3,-0.18314403442054422,0
776,0,3,1,-0.871896822512764,0,0,-0.49017322040145855,0
777,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
778,1,3,0,-1.8736207796364648,0,0,-0.3950445054008146,0
779,0,3,1,-0.10133993241760961,0,0,-0.49042488366865605,2
780,1,1,0,1.054495402725122,0,1,3.608666412443748,0
781,1,3,0,-1.2571752675603414,0,0,-0.500658518765974,1
782,1,1,0,-0.9489525115222794,1,0,0.5013800523565762,0
783,0,1,1,-0.024284243408094167,0,0,-0.0422126047899606,0
784,0,3,1,-0.10133993241760961,1,2,-0.1740841568014353,0
785,0,3,1,-0.3325069994461559,0,0,-0.5042663633645169,0
786,0,3,1,-0.3325069994461559,0,0,-0.5002397510893574,0
787,1,3,0,-0.871896822512764,0,0,-0.49529104460318635,0
788,0,3,1,-1.6424537126079184,4,1,-0.05982903349378355,2
789,1,3,1,-2.1818435356745267,1,2,-0.2319667082568536,0
790,0,1,1,1.2856624697536683,0,0,0.9483340148992845,1
791,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
792,0,2,1,-1.026008200531795,0,0,-0.12274485029315124,0
793,0,3,0,-0.10133993241760961,8,2,0.7540499726228369,0
794,0,1,1,-0.10133993241760961,0,0,-0.028204020684680614,1
795,0,3,1,-0.3325069994461559,0,0,-0.48723782005286725,0
796,0,2,1,0.7462726466870603,0,0,-0.38447464817852084,0
797,1,1,0,1.5168295367822147,0,0,-0.12417027103855768,0
798,1,3,0,0.12982713461093673,0,0,-0.4713830342194266,0
799,0,3,1,0.052771445601421274,0,0,-0.500658518765974,1
800,0,3,0,0.052771445601421274,1,1,-0.15999101383837694,0
801,0,2,1,0.36099420163948304,0,0,-0.38447464817852084,0
802,1,2,0,0.12982713461093673,1,1,-0.11771158494920184,0
803,1,1,1,-1.4112866455793722,1,2,1.769762919031829,0
804,1,3,1,-2.2265358353000453,0,1,-0.4747372022446345,1
805,1,3,1,-0.17839562142712506,0,0,-0.5057763429677017,0
806,0,3,1,0.12982713461093673,0,0,-0.48966989386706367,0
807,0,1,1,0.7462726466870603,0,0,-0.6462044460638905,0
808,0,3,0,-0.871896822512764,0,0,-0.48966989386706367,0
809,0,2,1,0.7462726466870603,0,0,-0.38447464817852084,0
810,1,1,0,0.2839385126299676,1,0,0.4228611129909654,0
811,0,3,1,-0.2554513104366405,0,0,-0.4874049244622864,0
812,0,3,1,0.7462726466870603,0,0,-0.15999101383837694,0
813,0,2,1,0.4380498906489985,0,0,-0.434807301618015,0
814,0,3,0,-1.7965650906269495,4,2,-0.016542951535818605,0
815,0,3,1,0.091299290106179,0,0,-0.4841333019887193,0
816,0,1,1,-0.10133993241760961,0,0,-0.6462044460638905,0
817,0,3,0,-0.4866183774651868,0,0,-0.48664993466069395,0
818,0,2,1,0.12982713461093673,1,1,0.09880338369840133,1
819,0,3,1,1.054495402725122,0,0,-0.5163462001899956,0
820,0,3,1,-1.4883423345888875,3,2,-0.08449203367913571,0
821,1,1,0,1.747996603810761,1,1,1.236236792573191,0
822,1,3,1,-0.17839562142712506,0,0,-0.4718018018960432,0
823,0,1,1,0.6692169576775449,0,0,-0.6462044460638905,0
824,1,3,0,-0.17839562142712506,0,1,-0.3950445054008146,0
825,0,3,1,-2.104787846665011,4,1,0.15282642728807924,0
826,0,3,1,-0.10133993241760961,0,0,-0.5062796695020967,2
827,0,3,1,-0.10133993241760961,0,0,0.4912289628108992,0
828,1,2,1,-2.1818435356745267,0,2,0.09880338369840133,1
829,1,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
831,1,3,0,-1.1030638895413103,1,0,-0.3551971503258359,1
832,1,2,1,-2.1949430028061445,1,1,-0.2687095452676843,0
833,0,3,1,-0.10133993241760961,0,0,-0.500658518765974,1
834,0,3,1,-0.4866183774651868,0,0,-0.4880753554061005,0
835,0,3,1,-0.871896822512764,0,0,-0.47910003664476986,0
836,1,1,0,0.7462726466870603,1,1,1.0280267117431041,1
837,0,3,1,-0.6407297554842177,0,0,-0.4718018018960432,0
838,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
839,1,3,1,0.20688282362045216,0,0,0.4912289628108992,0
840,1,1,1,-0.10133993241760961,0,0,-0.04825252320269991,1
841,0,3,1,-0.7177854444937332,0,0,-0.48664993466069395,0
842,0,2,1,-1.026008200531795,0,0,-0.434807301618015,0
